epoch,train_loss,val_loss,epoch_time_seconds,val_time_seconds
1,0.10574774380744723,0.0773088956477156,71.85327386856079,6.338293552398682
2,0.07460877345994,0.0696450287511774,73.76688265800476,6.203797340393066
3,0.06968751602598926,0.06699689117017066,73.43123054504395,6.262110471725464
4,0.06711693747859934,0.06420946002576002,73.43628811836243,6.254533052444458
5,0.06535107294654907,0.06455489131770316,73.30129146575928,6.282233953475952
6,0.0638993200667374,0.06407034888294093,73.70235228538513,6.285099267959595
7,0.06340922660592115,0.06264770140123975,73.68943953514099,6.291437864303589
8,0.0630132352356868,0.06431118344330485,73.55074620246887,6.291562795639038
9,0.06234285339255772,0.06151951391510903,73.63411855697632,6.321417331695557
10,0.06157787287098063,0.06139776637409903,74.03055334091187,6.315610647201538
11,0.06185983776417382,0.06177141725020424,73.94884848594666,6.256670951843262
12,0.06220837484787949,0.06245303856339424,73.94033885002136,6.264421701431274
13,0.06146314007985165,0.060475456154650185,73.91698932647705,6.285642147064209
14,0.06112854429008558,0.06301287827408238,73.68231010437012,6.297789573669434
15,0.06062362114410571,0.06214520688744107,73.77836513519287,6.219807863235474
16,0.06027813383218501,0.06039249835310468,73.69955086708069,6.268950939178467
17,0.06034201602010852,0.061397412234241035,73.86324119567871,6.236842393875122
18,0.06053375986302295,0.06009739941092813,73.81346297264099,6.213834524154663
19,0.059887912681759775,0.06121216942170623,74.02952694892883,6.270463943481445
20,0.06012292471154571,0.061491192810854335,73.87545394897461,6.2207207679748535
21,0.05994922306169482,0.05966034047542863,73.74571394920349,6.232299089431763
22,0.05930288202698578,0.058936426404175485,73.91116619110107,6.302086353302002
23,0.05950748049618338,0.05968099545426429,74.17394280433655,6.32020115852356
24,0.060338280254217516,0.0590822624790061,73.83406591415405,6.277050256729126
25,0.059383728691493456,0.059376759134280456,74.25337624549866,6.280908584594727
26,0.059513123000941005,0.05829915318899094,73.94231152534485,6.239018440246582
27,0.05923800265459377,0.05881322234584268,73.99239945411682,6.28232479095459
28,0.05893944027593069,0.059499307731344445,74.03016972541809,6.27599024772644
29,0.05997421256864391,0.058882950834787576,74.1838366985321,6.281312942504883
30,0.05853282461119125,0.058435316061138345,74.02802038192749,6.256628513336182
31,0.05887550104152211,0.05922633307469878,73.98555445671082,6.17547082901001
32,0.058721257614262425,0.05955133568139592,74.1524007320404,6.247340679168701
33,0.05916030121409832,0.05837917297034507,73.62858700752258,6.1970884799957275
34,0.05884660570584523,0.05952269199547494,73.93460130691528,6.239335298538208
35,0.05850073232617982,0.0600305050611496,73.73824715614319,6.253164529800415
36,0.05922329043278761,0.0585334551918089,73.81861114501953,6.246379613876343
37,0.05821361776222201,0.05902156879188149,74.03298234939575,6.302652597427368
38,0.05885537805707406,0.05825872678950334,73.80818605422974,6.247822523117065
39,0.05858344906259833,0.057914028145894886,73.96969366073608,6.236984968185425
40,0.05855345584290183,0.058265947730867726,74.16404247283936,6.288260221481323
41,0.05883388256277803,0.05662370821947505,74.20450949668884,6.234718322753906
42,0.05818861511671711,0.059064265791397945,73.9669725894928,6.298470497131348
43,0.05867115960306371,0.057954190002315366,74.21470308303833,6.215906620025635
44,0.05886796441481775,0.057018881200984785,74.09463024139404,6.24276876449585
45,0.05773754001063917,0.05762721842546372,73.93167638778687,6.18349552154541
46,0.05785283199070817,0.057972958275846614,74.09032917022705,6.251868009567261
47,0.0583971783523555,0.05829334103615041,74.0310652256012,6.288293838500977
48,0.05811210466629785,0.058101809850543924,74.05851984024048,6.315648555755615
