epoch,train_loss,recon_loss,kl_loss,val_loss
58,73.19968544064885,50.39173118903509,22.807954268687215,74.04623947629503
59,73.22836259807772,50.38905046175203,22.839312107056912,73.85201812549761
60,73.20959827784077,50.34756000938318,22.86203835870299,73.83468433550209
61,73.25806717738472,50.35406209257862,22.904005021390404,73.80472919439813
62,73.18338292699946,50.30005492578687,22.88332799877352,73.73548879441182
63,73.16155582437734,50.286211486972505,22.875344381308008,74.14588869908813
64,73.19614699185657,50.28511068339238,22.911036374318936,74.00084802906984
65,73.22673130279307,50.373142213162865,22.85358912865524,73.51970696904857
66,73.17497841720386,50.28973289645846,22.885245442695325,73.78431473264268
67,73.16724969907794,50.254920330193954,22.91232941766529,73.94220403197464
68,73.13864299647338,50.217741836977126,22.92090117656971,74.00613612278252
69,73.19733696276575,50.28781302566723,22.90952383465779,74.0008117772971
70,73.17318598266758,50.254383735949425,22.91880220037592,73.55151391484935
71,73.11107288175226,50.19111367930537,22.91995909024992,73.86900033161139
72,73.10792002470598,50.219056956298516,22.888863078163713,73.78165513542807
73,73.06709624190465,50.18598208707922,22.88111417433795,73.82021292911213
74,73.05620747636956,50.17053397781099,22.885673408313174,73.85874409280765
75,73.12649488327143,50.19013941928249,22.936355505453047,73.4996397176366
76,73.09765699147569,50.17214099952327,22.925516060246228,73.9338607788086
77,73.04324751071003,50.1685161395451,22.874731356530543,73.85304133907245
78,73.05081622618849,50.10401866259173,22.94679748554669,73.8359576668709
79,73.06294302196454,50.1458400862906,22.91710279664725,73.59527646204468
80,73.0367105001074,50.107445216849634,22.92926530520934,73.64023410286873
81,73.06055294339309,50.113543829954494,22.94700920124493,73.53119222070002
82,72.9871426457944,50.05412437848728,22.933018240477423,73.33920545638746
83,73.04770399908276,50.08850598640149,22.959197988290615,73.54257498577142
84,73.01271881532791,50.088746209888505,22.923972612756597,73.4888616671228
85,73.04604849851954,50.09136976549387,22.954678647658405,73.55119158507912
86,72.98208460112667,50.001488702681364,22.980595874054657,73.55685973926714
87,72.992766529093,50.03575380622883,22.957012605789068,73.55504093048678
88,72.98120407924019,50.041728085569105,22.939476020500788,73.84111708136881
89,73.03222993816561,50.07141062548703,22.960819210237858,73.85417048946307
90,72.97810424258337,50.03939796896542,22.938706290691407,73.58671181065262
91,72.93665924462516,50.02196818300525,22.914691020155807,73.71161117067763
92,72.96816818549505,50.04216249275695,22.92600582688666,73.6370286394836
93,72.95464032751215,50.04929648884727,22.905343826469558,73.89743391875248
94,72.8927042636725,49.96594329990084,22.926760897916907,73.54164313055148
95,72.95977670030521,50.026625986904136,22.933150913404383,73.49391635967667
96,72.92982958527782,49.9897993141428,22.940030312599124,73.61577285475032
97,72.9503435978804,50.03757145093835,22.91277206889199,73.53661569971948
98,72.90575151858123,49.99064479154699,22.915106844109342,73.81572417240993
99,72.92532961325877,49.962899976374246,22.962429653957983,73.31876188630511
100,72.89044104573672,49.947275615409204,22.943165559597944,73.6592016037862
